,Unnamed: 0,section,subsection,question,section#,section_short,Question_ID2,colour,model,answer_given,cos_similarity,answer_ability,answer_freq_delta
146,37,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,38,yellow,gpt-4o-mini,0.5714285714285714,0.44184814640373377,medium,-0.0357142857142857
147,37,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,38,yellow,gpt-5-mini,0.7142857142857143,0.639345506214454,high,0.1071428571428572
148,37,5. Test method exposure scheme and endpoints,5.5 Endpoint-specific controls/mechanistic control compounds (MCC),"MCC are chemicals/manipulations that show biologically plausible changes of the endpoint. List such controls (up to 10), indicate why you consider them as MCC, and describe expected data on such controls. Highlight the compounds to be used for testing day-to-day test performance, i.e. for setting acceptance criteria (AC). If available, indicate MCC that each increase or decrease the activity of the relevant pathway. Do pathway inhibitions or activations correlate with the test method response?",5.0,Exposure & endpoints,38,yellow,o3-mini,1.0,0.741285177725415,high,0.3928571428571429
149,38,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,39,green,gpt-4.1-nano,1.0,0.6921777950529373,high,0.25
150,38,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,39,green,gpt-4o-mini,0.8333333333333334,0.5598586752195874,high,0.08333333333333337
151,38,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,39,green,gpt-5-mini,0.16666666666666666,0.6199909227535092,low,-0.5833333333333334
152,38,5. Test method exposure scheme and endpoints,5.6 Positive controls,What chemicals/manipulations are used as positive controls? Describe the expected data on such controls (signal and its uncertainty)? How good are in vivo reference data on the positive controls? Are in vivo relevant threshold concentrations known?,5.0,Exposure & endpoints,39,green,o3-mini,1.0,0.6808525748364573,high,0.25
153,39,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,40,green,gpt-4.1-nano,1.0,0.7599228260733578,high,0.25
154,39,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,40,green,gpt-4o-mini,0.75,0.732517876912136,high,0.0
155,39,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,40,green,gpt-5-mini,0.25,0.6523668601178712,low,-0.5
156,39,5. Test method exposure scheme and endpoints,5.7 Negative and unspecific controls,"What chemicals/manipulations are used as negative controls? Describe the expected data on such controls (signal and its uncertainty)? (Such data define the background noise of the test method) What is the rationale for the concentration setting of negative controls? Do you use unspecific controls? If yes, indicate the compounds and the respective rationale for their use and the concentration selection.",5.0,Exposure & endpoints,40,green,o3-mini,1.0,0.7356747951625908,high,0.25
157,40,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",5.0,Exposure & endpoints,41,green,gpt-4.1-nano,0.0,0.08297686405390592,low,-0.21875
158,40,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",5.0,Exposure & endpoints,41,green,gpt-4o-mini,0.0,0.08309650771631805,low,-0.21875
159,40,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",5.0,Exposure & endpoints,41,green,gpt-5-mini,0.0,0.5865623607466111,low,-0.21875
160,40,5. Test method exposure scheme and endpoints,5.8 Features relevant for cytotoxicity testing,"Does the test system have a particular apoptosis sensitivity or resistance? Is cytotoxicity hard to capture for minor cellular subpopulations? In multicellular systems, which cell population is the most sensitive? Are specific markers known for each cell population? Are there issues with distinguishing slowed proliferation from cell death? For repeated/prolonged dosing: Is early death and compensatory growth considered? For very short-term endpoints (e.g. electrophysiology measured 30 min after toxicant exposure): Is a delayed measure of cytotoxicity provided?",5.0,Exposure & endpoints,41,green,o3-mini,0.875,0.5731629324952183,high,0.65625
161,41,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,5.0,Exposure & endpoints,42,yellow,gpt-4.1-nano,0.8333333333333334,0.5627271866182704,high,0.0
162,41,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,5.0,Exposure & endpoints,42,yellow,gpt-4o-mini,0.6666666666666666,0.499863830812056,medium,-0.16666666666666674
163,41,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,5.0,Exposure & endpoints,42,yellow,gpt-5-mini,0.8333333333333334,0.6576407711122004,high,0.0
164,41,5. Test method exposure scheme and endpoints,5.9 Acceptance criteria for the test method,Which rule do you apply to test whether a test run is within the normal performance frame? How do you document this decision? Indicate actions if the AC are not met.,5.0,Exposure & endpoints,42,yellow,o3-mini,1.0,0.7144950727549126,high,0.16666666666666663
165,42,5. Test method exposure scheme and endpoints,5.10 Throughput estimate,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",5.0,Exposure & endpoints,43,red,gpt-4.1-nano,0.75,0.6132534832155693,high,-0.0625
166,42,5. Test method exposure scheme and endpoints,5.10 Throughput estimate,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",5.0,Exposure & endpoints,43,red,gpt-4o-mini,0.75,0.5824318020095997,high,-0.0625
167,42,5. Test method exposure scheme and endpoints,5.10 Throughput estimate,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",5.0,Exposure & endpoints,43,red,gpt-5-mini,0.75,0.7313635449778586,high,-0.0625
168,42,5. Test method exposure scheme and endpoints,5.10 Throughput estimate,"Indicate 'real data points per month' (not per week/per quarter, etc.): count three working weeks per month. Each concentration is a data point. Necessary controls that are required for calibration and for acceptability criteria are NOT counted as data points. All technical replicates of one condition are counted as one single data point (see notes for explanation) Indicate possibility/extent of repeated measures (over time) from same dish. Explain your estimate.",5.0,Exposure & endpoints,43,red,o3-mini,1.0,0.8022058816265737,high,0.1875
169,43,6. Handling details of the test method,6.1 Preparation/addition of test compounds,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",6.0,Test method handling,44,yellow,gpt-4.1-nano,0.0,0.16669675311357698,low,-0.25
170,43,6. Handling details of the test method,6.1 Preparation/addition of test compounds,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",6.0,Test method handling,44,yellow,gpt-4o-mini,0.0,0.16644659533005884,low,-0.25
171,43,6. Handling details of the test method,6.1 Preparation/addition of test compounds,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",6.0,Test method handling,44,yellow,gpt-5-mini,0.0,0.7196764660852036,low,-0.25
172,43,6. Handling details of the test method,6.1 Preparation/addition of test compounds,"Give an overview of the range of volumes, particular lab ware/instruments for dispensing, temperature/lighting considerations, particular media/buffers for dilution, decision rules for the solvent, tests of solubility as stocks and in culture medium, etc. How are compound stocks prepared (fold concentration, verification, storage, etc.)? How are dilutions prepared? What solvent is used? Is filtering used to obtain sterility? How does the final addition to the test system take place? Give details of addition of test compounds to test systems (e.g. in which compartment of compartmentalized cultures, in which volume, before after or during medium change, etc.).",6.0,Test method handling,44,yellow,o3-mini,1.0,0.8317074655610367,high,0.75
173,44,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,45,orange,gpt-4.1-nano,0.375,0.38230803864876883,low,-0.28125
174,44,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,45,orange,gpt-4o-mini,0.625,0.49433094505508895,medium,-0.03125
175,44,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,45,orange,gpt-5-mini,0.625,0.6098482934397784,medium,-0.03125
176,44,6. Handling details of the test method,6.2 Day-to-day documentation of test execution,"How are day-to-day procedures documented (type of ‘lab book’ organisation, templates)? Define lab-specific procedures used for each practical experiment on how to calculate test compound concentrations (and to document this). How are plate maps defined and reported? Detailed information should also be covered in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,45,orange,o3-mini,1.0,0.7164143816847964,high,0.34375
177,45,6. Handling details of the test method,6.3 Practical phase of test compound exposure,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,46,yellow,gpt-4.1-nano,0.25,0.33431978270607177,low,-0.25
178,45,6. Handling details of the test method,6.3 Practical phase of test compound exposure,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,46,yellow,gpt-4o-mini,0.25,0.32433047124004527,low,-0.25
179,45,6. Handling details of the test method,6.3 Practical phase of test compound exposure,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,46,yellow,gpt-5-mini,0.5,0.6624593615191889,medium,0.0
180,45,6. Handling details of the test method,6.3 Practical phase of test compound exposure,"How is the time plan of pipetting established, followed, and documented? How is adherence to plate maps during pipetting documented? What are the routine procedures to document intermediate steps with potential errors, mistakes and uncertainties? How are errors documented (e.g. pipetting twice in one well)? How are the plate wells used sequentially – following which pattern? Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,46,yellow,o3-mini,1.0,0.7542756307746148,high,0.5
181,46,6. Handling details of the test method,6.4 Concentration settings,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,47,yellow,gpt-4.1-nano,0.625,0.5038534587477267,medium,-0.03125
182,46,6. Handling details of the test method,6.4 Concentration settings,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,47,yellow,gpt-4o-mini,0.75,0.5552911518036876,high,0.09375
183,46,6. Handling details of the test method,6.4 Concentration settings,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,47,yellow,gpt-5-mini,0.25,0.6216022531928699,low,-0.40625
184,46,6. Handling details of the test method,6.4 Concentration settings,"How is the concentration range of test compounds defined (e.g. only single concentrations, always 1:10 serial dilutions or variable dilution factors, ten different concentrations, etc.)? Is there a rule for defining starting dilutions? For functional endpoints that may not provide full concentration-response, how is the test concentration defined? E.g. EC10 of viability data are usually tested for gene expression endpoints. Detailed information should also be included in an SOP, preferably in DB-ALM format (see link in 6.6).",6.0,Test method handling,47,yellow,o3-mini,1.0,0.7229390291625224,high,0.34375
185,47,6. Handling details of the test method,6.5 Uncertainties and troubleshooting,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",6.0,Test method handling,48,orange,gpt-4.1-nano,0.125,0.2199481683671866,low,-0.34375
186,47,6. Handling details of the test method,6.5 Uncertainties and troubleshooting,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",6.0,Test method handling,48,orange,gpt-4o-mini,0.25,0.30101501977389983,low,-0.21875
187,47,6. Handling details of the test method,6.5 Uncertainties and troubleshooting,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",6.0,Test method handling,48,orange,gpt-5-mini,0.5,0.6699527745560504,medium,0.03125
188,47,6. Handling details of the test method,6.5 Uncertainties and troubleshooting,"What types of compounds are problematic, e.g. interference with analytical endpoint, low solubility, precipitation of medium components, etc.? What experimental variables are hard to control (e.g. because they are fluorescent)? What are critical handling steps during the execution of the assay? Robustness issues, e.g. known variations of test performance due to operator training, season, use of certain consumable or unknown causes, etc. Describe known pitfalls (or potential operator mistakes).",6.0,Test method handling,48,orange,o3-mini,1.0,0.7964212043804425,high,0.53125
189,48,6. Handling details of the test method,6.6 Detailed protocol (SOP),"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",6.0,Test method handling,49,orange,gpt-4.1-nano,0.0,0.21031255593945974,low,-0.5416666666666666
190,48,6. Handling details of the test method,6.6 Detailed protocol (SOP),"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",6.0,Test method handling,49,orange,gpt-4o-mini,0.6666666666666666,0.6405753469263024,medium,0.125
191,48,6. Handling details of the test method,6.6 Detailed protocol (SOP),"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",6.0,Test method handling,49,orange,gpt-5-mini,0.5,0.6202491435763694,medium,-0.04166666666666663
192,48,6. Handling details of the test method,6.6 Detailed protocol (SOP),"Ideally the SOP follows the DB-ALM or a comparable format: https://ecvam-dbalm.jrc.ec.europa.eu/home/contribute Refer to additional file(s) (containing information covered in sections 3 and 4), containing all details and explanations. Has the SOP been deposited in an accessible data base? Has the SOP been reviewed externally and if yes, how?",6.0,Test method handling,49,orange,o3-mini,1.0,0.6821240939098049,high,0.45833333333333337
193,49,6. Handling details of the test method,6.7 Special instrumentation,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,6.0,Test method handling,50,orange,gpt-4.1-nano,0.75,0.6145082872747102,high,0.03125
194,49,6. Handling details of the test method,6.7 Special instrumentation,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,6.0,Test method handling,50,orange,gpt-4o-mini,1.0,0.7129389993761849,high,0.28125
195,49,6. Handling details of the test method,6.7 Special instrumentation,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,6.0,Test method handling,50,orange,gpt-5-mini,0.125,0.6183289824687342,low,-0.59375
196,49,6. Handling details of the test method,6.7 Special instrumentation,Does the method require specialized instrumentation that is not found in standard laboratories? Is there a need for custom-made instrumentation or material? Is there a need for equipment that is not commercially available (anymore)?,6.0,Test method handling,50,orange,o3-mini,1.0,0.7549062961261087,high,0.28125
197,50,6. Handling details of the test method,6.8 Possible variations,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",6.0,Test method handling,51,red,gpt-4.1-nano,0.125,0.216362315265124,low,-0.53125
198,50,6. Handling details of the test method,6.8 Possible variations,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",6.0,Test method handling,51,red,gpt-4o-mini,0.75,0.6286877943842069,high,0.09375
199,50,6. Handling details of the test method,6.8 Possible variations,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",6.0,Test method handling,51,red,gpt-5-mini,0.75,0.6527097041090397,high,0.09375
200,50,6. Handling details of the test method,6.8 Possible variations,"Describe possible variations, modifications and extensions of the test method: a) other endpoints, b) other analytical methods for same endpoint, c) other exposure schemes (e.g. repeated exposure, prolonged exposure, etc.), d) experimental variations (e.g. use of a specific medium, presence of an inhibitor or substrate that affects test outcome, etc.)",6.0,Test method handling,51,red,o3-mini,1.0,0.7553238474684263,high,0.34375
201,51,6. Handling details of the test method,6.9 Cross-reference to related test methods,"Indicate the names (and database names) of related tests and give a short description (including a brief comment on differences to the present method). If the test method has been used for high throughput transcriptomics or deep sequencing as alternative endpoint, this should be indicated.",6.0,Test method handling,52,red,gpt-4.1-nano,0.375,0.44317788779694595,low,-0.3125
202,51,6. Handling details of the test method,6.9 Cross-reference to related test methods,"Indicate the names (and database names) of related tests and give a short description (including a brief comment on differences to the present method). If the test method has been used for high throughput transcriptomics or deep sequencing as alternative endpoint, this should be indicated.",6.0,Test method handling,52,red,gpt-4o-mini,0.75,0.5965250190129492,high,0.0625
203,51,6. Handling details of the test method,6.9 Cross-reference to related test methods,"Indicate the names (and database names) of related tests and give a short description (including a brief comment on differences to the present method). If the test method has been used for high throughput transcriptomics or deep sequencing as alternative endpoint, this should be indicated.",6.0,Test method handling,52,red,gpt-5-mini,0.625,0.6564999884085909,medium,-0.0625
204,51,6. Handling details of the test method,6.9 Cross-reference to related test methods,"Indicate the names (and database names) of related tests and give a short description (including a brief comment on differences to the present method). If the test method has been used for high throughput transcriptomics or deep sequencing as alternative endpoint, this should be indicated.",6.0,Test method handling,52,red,o3-mini,1.0,0.7129043260722641,high,0.3125
205,52,7. Data management,7.1 Raw data format,"What is the data format? Raw data: give general explanation. Upload an exemplary file of raw data (e.g. Excel file as exported out of plate reader). Provide an example of processed data at a level suitable for general display and comparison of conditions and across experiments and methods. If the file format is not proprietary or binary, include a template. This will help other users to provide their data in a similar way to the general data infrastructure. Example as used in EU-ToxRisk: Excel sheet with columns specifying line number, assay name, date of experiment, identifier for reference to partner lab book, compound, concentration (in: -log[M]), line number of corresponding control, number of replicates, endpoints, data of endpoint(s), etc.",7.0,Data management,53,green,gpt-4.1-nano,0.0,0.15585012040021176,low,-0.25
206,52,7. Data management,7.1 Raw data format,"What is the data format? Raw data: give general explanation. Upload an exemplary file of raw data (e.g. Excel file as exported out of plate reader). Provide an example of processed data at a level suitable for general display and comparison of conditions and across experiments and methods. If the file format is not proprietary or binary, include a template. This will help other users to provide their data in a similar way to the general data infrastructure. Example as used in EU-ToxRisk: Excel sheet with columns specifying line number, assay name, date of experiment, identifier for reference to partner lab book, compound, concentration (in: -log[M]), line number of corresponding control, number of replicates, endpoints, data of endpoint(s), etc.",7.0,Data management,53,green,gpt-4o-mini,0.0,0.15610217870410945,low,-0.25
207,52,7. Data management,7.1 Raw data format,"What is the data format? Raw data: give general explanation. Upload an exemplary file of raw data (e.g. Excel file as exported out of plate reader). Provide an example of processed data at a level suitable for general display and comparison of conditions and across experiments and methods. If the file format is not proprietary or binary, include a template. This will help other users to provide their data in a similar way to the general data infrastructure. Example as used in EU-ToxRisk: Excel sheet with columns specifying line number, assay name, date of experiment, identifier for reference to partner lab book, compound, concentration (in: -log[M]), line number of corresponding control, number of replicates, endpoints, data of endpoint(s), etc.",7.0,Data management,53,green,gpt-5-mini,0.0,0.605467002043805,low,-0.25
208,52,7. Data management,7.1 Raw data format,"What is the data format? Raw data: give general explanation. Upload an exemplary file of raw data (e.g. Excel file as exported out of plate reader). Provide an example of processed data at a level suitable for general display and comparison of conditions and across experiments and methods. If the file format is not proprietary or binary, include a template. This will help other users to provide their data in a similar way to the general data infrastructure. Example as used in EU-ToxRisk: Excel sheet with columns specifying line number, assay name, date of experiment, identifier for reference to partner lab book, compound, concentration (in: -log[M]), line number of corresponding control, number of replicates, endpoints, data of endpoint(s), etc.",7.0,Data management,53,green,o3-mini,1.0,0.6760985908550289,high,0.75
209,53,7. Data management,7.2 Outliers,How are outliers defined and handled? How are they documented? Provide the general frequency of outliers.,7.0,Data management,54,yellow,gpt-4.1-nano,0.25,0.3461758809789084,low,-0.5
210,53,7. Data management,7.2 Outliers,How are outliers defined and handled? How are they documented? Provide the general frequency of outliers.,7.0,Data management,54,yellow,gpt-4o-mini,1.0,0.7875284379787447,high,0.25
211,53,7. Data management,7.2 Outliers,How are outliers defined and handled? How are they documented? Provide the general frequency of outliers.,7.0,Data management,54,yellow,gpt-5-mini,0.75,0.7193653560466909,high,0.0
212,53,7. Data management,7.2 Outliers,How are outliers defined and handled? How are they documented? Provide the general frequency of outliers.,7.0,Data management,54,yellow,o3-mini,1.0,0.827972466168576,high,0.25
213,54,7. Data management,7.3 Raw data processing to summary data,"How are raw data processed to obtain summary data (e.g. EC50, BMC15, ratios, PoD, etc.) in your lab? Describe all processing steps from background correction (e.g. measurement of medium control) to normalization steps (e.g. if you relate treated samples to untreated controls).",7.0,Data management,55,green,gpt-4.1-nano,0.75,0.586848013394338,high,0.125
